studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Grain yield - kg/ha|CO_321:0001218,Heading time - Julian date (JD)|CO_321:0001233,Plant height - cm|CO_321:0001301,notes
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238323,GENEVA,Geneva,plot,1096523,CornellMaster_2009_McGowan_GENEVA_4,1,1,1004,,,test,,4689.518306,,115.7391862,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225957,GOLDCOIN,"Goldcoin,GOLDCOIN-5",plot,1096599,CornellMaster_2009_McGowan_GOLDCOIN_17,1,1,1017,,,test,,4012.149206,,148.219454,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",232686,GOLDEN,"Golden,GOLDEN-6",plot,1096732,CornellMaster_2009_McGowan_GOLDEN_18,1,1,1018,,,test,,3627.285768,,139.7753503,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",223293,GRANDPRIZE,"Grandprize,GRANDPRIZE-7",plot,1096617,CornellMaster_2009_McGowan_GRANDPRIZE_19,1,1,1019,,,test,,4035.460055,,147.8696495,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230253,HONOR,NY522-68,plot,1096425,CornellMaster_2009_McGowan_HONOR_11,1,1,1011,,,test,,3658.629951,,136.1887026,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238041,HOPKINS,NY03180FHB-10,plot,1096405,CornellMaster_2009_McGowan_HOPKINS_6,1,1,1006,,,test,,5837.380284,,101.4472976,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",223347,HOUSER,NY5954-36,plot,1096750,CornellMaster_2009_McGowan_HOUSER_12,1,1,1012,,,test,,5049.548264,,122.4852695,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231646,JENSEN-262,,plot,1096781,CornellMaster_2009_McGowan_JENSEN-262_264,1,1,1264,,,check,,5563.98592,,109.3062079,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",237079,JONES_FIFE,JONES_FIFE-8,plot,1096467,CornellMaster_2009_McGowan_JONES_FIFE_20,1,1,1020,,,test,,4641.25901,,142.2772707,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239724,LONGBERRY#1,,plot,1096786,CornellMaster_2009_McGowan_LONGBERRY#1_21,1,1,1021,,,test,,3599.159238,,150.4959976,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",219168,MEDINA-264,,plot,1096557,CornellMaster_2009_McGowan_MEDINA-264_266,1,1,1266,,,check,,5527.317571,,118.1849913,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225649,NY03015-385,,plot,1096637,CornellMaster_2009_McGowan_NY03015-385_382,1,1,1382,,,test,,5586.59706,,103.5286326,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",232338,NY03084-388,,plot,1096643,CornellMaster_2009_McGowan_NY03084-388_385,1,1,1385,,,test,,5589.879133,,116.1012864,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226892,NY03084-389,,plot,1096456,CornellMaster_2009_McGowan_NY03084-389_386,1,1,1386,,,test,,5061.762818,,119.5810734,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",222916,NY03085-390,,plot,1096501,CornellMaster_2009_McGowan_NY03085-390_387,1,1,1387,,,test,,5561.108821,,92.46745397,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",236508,NY03086-392,,plot,1096458,CornellMaster_2009_McGowan_NY03086-392_389,1,1,1389,,,test,,5344.589932,,106.0930099,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",229287,NY03086-393,,plot,1096563,CornellMaster_2009_McGowan_NY03086-393_390,1,1,1390,,,test,,5600.542777,,114.2538576,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",234960,NY03089-394,,plot,1096780,CornellMaster_2009_McGowan_NY03089-394_391,1,1,1391,,,test,,5673.024104,,99.58731546,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",233368,NY03143-397,,plot,1096481,CornellMaster_2009_McGowan_NY03143-397_394,1,1,1394,,,test,,5065.12816,,122.4607152,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238696,NY03179FHB-10-272,,plot,1096465,CornellMaster_2009_McGowan_NY03179FHB-10-272_274,1,1,1274,,,test,,5750.490118,,111.1974932,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",221654,NY103-208-7263-275,,plot,1096580,CornellMaster_2009_McGowan_NY103-208-7263-275_276,1,1,1276,,,test,,5550.31596,,112.4036227,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",227259,NY103-72-7179-276,,plot,1096605,CornellMaster_2009_McGowan_NY103-72-7179-276_277,1,1,1277,,,test,,5327.531372,,113.9896296,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235932,NY6432-10,NY6432-10-14,plot,1096769,CornellMaster_2009_McGowan_NY6432-10_26,1,1,1026,,,test,,4795.277761,,126.009562,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",219570,NY6432-18,NY6432-18-15,plot,1096597,CornellMaster_2009_McGowan_NY6432-18_27,1,1,1027,,,test,,5441.16941,,123.1800922,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",228789,NY88044-296,,plot,1096714,CornellMaster_2009_McGowan_NY88044-296_294,1,1,1294,,,test,,4914.687054,,118.1891868,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",224484,NY88044-297,,plot,1096678,CornellMaster_2009_McGowan_NY88044-297_295,1,1,1295,,,test,,5114.890917,,120.2252269,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231295,NY88044-298,,plot,1096495,CornellMaster_2009_McGowan_NY88044-298_296,1,1,1296,,,test,,3742.334058,,131.6328539,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226490,NY92039-9065-265,,plot,1096570,CornellMaster_2009_McGowan_NY92039-9065-265_267,1,1,1267,,,test,,5098.918593,,112.0993065,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",232657,NY93237SP-40,,plot,1096770,CornellMaster_2009_McGowan_NY93237SP-40_43,1,1,1043,,,test,,5897.379484,,112.618352,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239179,NY93237SP-53,,plot,1096397,CornellMaster_2009_McGowan_NY93237SP-53_56,1,1,1056,,,test,,4652.207851,,124.0908642,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",234162,NY93244-48,,plot,1096573,CornellMaster_2009_McGowan_NY93244-48_51,1,1,1051,,,test,,5494.166883,,122.7778893,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",219869,NY93246SP-6093,NY93246SP-6093-85,plot,1096757,CornellMaster_2009_McGowan_NY93246SP-6093_87,1,1,1087,,,test,,5360.752105,,116.9622669,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235587,NY93285-7110-269,,plot,1096529,CornellMaster_2009_McGowan_NY93285-7110-269_271,1,1,1271,,,test,,5283.952079,,115.4815015,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239011,NY93285-9161-267,,plot,1096726,CornellMaster_2009_McGowan_NY93285-9161-267_269,1,1,1269,,,test,,4165.615216,,116.4513879,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",222958,NY93301-52,,plot,1096539,CornellMaster_2009_McGowan_NY93301-52_55,1,1,1055,,,test,,5239.812173,,122.4347761,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",220096,NY93301-72,,plot,1096598,CornellMaster_2009_McGowan_NY93301-72_74,1,1,1074,,,test,,5191.728764,,109.8045899,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",227224,NY93306-83,,plot,1096417,CornellMaster_2009_McGowan_NY93306-83_85,1,1,1085,,,test,,5214.83869,,117.2410922,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231855,NY93308-81,,plot,1096650,CornellMaster_2009_McGowan_NY93308-81_83,1,1,1083,,,test,,5530.348539,,126.1412621,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225987,NY94024-114,,plot,1096751,CornellMaster_2009_McGowan_NY94024-114_116,1,1,1116,,,test,,4977.718686,,114.9842134,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",228516,NY94024-161,,plot,1096673,CornellMaster_2009_McGowan_NY94024-161_163,1,1,1163,,,test,,5340.175599,,106.1845089,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238617,NY94024-190,,plot,1096472,CornellMaster_2009_McGowan_NY94024-190_192,1,1,1192,,,test,,6048.863548,,118.0189903,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225767,NY94024-49,,plot,1096452,CornellMaster_2009_McGowan_NY94024-49_52,1,1,1052,,,test,,5287.585104,,109.0159143,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230304,NY94025-101,,plot,1096561,CornellMaster_2009_McGowan_NY94025-101_103,1,1,1103,,,test,,5339.603788,,130.8489442,
